seq	term
9897	isogroup28613	Posttranslational modification, protein turnover, chaperones
9898	isogroup28613	Signal transduction mechanisms
9899	isogroup15016	Amino acid transport and metabolism
9900	isogroup6580	Replication, recombination and repair
9901	isogroup7333	Carbohydrate transport and metabolism
9902	isogroup22171	Transcription
9903	isogroup27507	Amino acid transport and metabolism
9904	isogroup22817	Replication, recombination and repair
9905	isogroup29161	Cell cycle control, cell division, chromosome partitioning
9906	isogroup2815	Posttranslational modification, protein turnover, chaperones
9907	isogroup25776	Transcription
9908	isogroup25731	Carbohydrate transport and metabolism
9909	isogroup27999	Transcription
9910	isogroup20741	Transcription
9911	isogroup1976	Energy production and conversion
9912	isogroup25431	
9913	isogroup22124	Signal transduction mechanisms
9914	isogroup22124	Cytoskeleton
9915	isogroup26998	Intracellular trafficking, secretion, and vesicular transport
9916	isogroup25553	Inorganic ion transport and metabolism
9917	isogroup2751	Signal transduction mechanisms
9918	isogroup2751	Intracellular trafficking, secretion, and vesicular transport
9919	isogroup10913	Lipid transport and metabolism
9920	isogroup17889	Coenzyme transport and metabolism
9921	isogroup10756	Inorganic ion transport and metabolism
9922	isogroup10756	Signal transduction mechanisms
9923	isogroup28636	Lipid transport and metabolism
9924	isogroup13656	Energy production and conversion
9925	isogroup8779	
9926	isogroup24287	Posttranslational modification, protein turnover, chaperones
9927	isogroup25143	Signal transduction mechanisms
9928	isogroup18848	Amino acid transport and metabolism
9929	isogroup21296	Signal transduction mechanisms
9930	isogroup13685	Transcription
9931	isogroup26189	Lipid transport and metabolism
9932	isogroup20879	Posttranslational modification, protein turnover, chaperones
9933	isogroup1347	Nucleotide transport and metabolism
9934	isogroup3971	Signal transduction mechanisms
9935	isogroup8812	Lipid transport and metabolism
9936	isogroup8812	Secondary metabolites biosynthesis, transport and catabolism
9937	isogroup12807	Replication, recombination and repair
9938	isogroup12099	Replication, recombination and repair
9939	isogroup13689	Signal transduction mechanisms
9940	isogroup24479	Posttranslational modification, protein turnover, chaperones
9941	isogroup18502	Transcription
9942	isogroup11856	Carbohydrate transport and metabolism
9943	isogroup16057	Posttranslational modification, protein turnover, chaperones
9944	isogroup19119	Posttranslational modification, protein turnover, chaperones
9945	isogroup10445	Signal transduction mechanisms
9946	isogroup6654	Signal transduction mechanisms
9947	isogroup9877	Cell cycle control, cell division, chromosome partitioning
9948	isogroup15154	
9949	isogroup21489	Replication, recombination and repair
9950	isogroup22025	Chromatin structure and dynamics
9951	isogroup29195	
9952	isogroup12223	Inorganic ion transport and metabolism
9953	isogroup18079	Intracellular trafficking, secretion, and vesicular transport
9954	isogroup2373	Signal transduction mechanisms
9955	isogroup10023	Transcription
9956	isogroup10023	Replication, recombination and repair
9957	isogroup10023	Signal transduction mechanisms
9958	isogroup25748	Signal transduction mechanisms
9959	isogroup6878	Signal transduction mechanisms
9960	isogroup1642	Posttranslational modification, protein turnover, chaperones
9961	isogroup27428	Posttranslational modification, protein turnover, chaperones
9962	isogroup11535	Secondary metabolites biosynthesis, transport and catabolism
9963	isogroup23197	Secondary metabolites biosynthesis, transport and catabolism
9964	isogroup21748	Signal transduction mechanisms
9965	isogroup11099	Cell cycle control, cell division, chromosome partitioning
9966	isogroup11099	Transcription
9967	isogroup11099	Signal transduction mechanisms
9968	isogroup537	Signal transduction mechanisms
9969	isogroup6636	RNA processing and modification
9970	isogroup9801	Intracellular trafficking, secretion, and vesicular transport
9971	isogroup13282	Lipid transport and metabolism
9972	isogroup28159	Cell cycle control, cell division, chromosome partitioning
9973	isogroup22084	Signal transduction mechanisms
9974	isogroup12728	
9975	isogroup9070	Signal transduction mechanisms
9976	isogroup26465	
9977	isogroup529	Cytoskeleton
9978	isogroup24196	Secondary metabolites biosynthesis, transport and catabolism
9979	isogroup12830	Replication, recombination and repair
9980	isogroup14332	Posttranslational modification, protein turnover, chaperones
9981	isogroup17722	Lipid transport and metabolism
9982	isogroup17722	Secondary metabolites biosynthesis, transport and catabolism
9983	isogroup4309	Carbohydrate transport and metabolism
9984	isogroup14639	Transcription
9985	isogroup21097	Cytoskeleton
9986	isogroup19439	
9987	isogroup25870	Transcription
9988	isogroup5635	Energy production and conversion
9989	isogroup13162	Signal transduction mechanisms
9990	isogroup4122	Carbohydrate transport and metabolism
9991	isogroup12168	Posttranslational modification, protein turnover, chaperones
9992	isogroup24026	Amino acid transport and metabolism
9993	isogroup4314	Signal transduction mechanisms
9994	isogroup8164	Cell wall/membrane/envelope biogenesis
9995	isogroup8164	Posttranslational modification, protein turnover, chaperones
9996	isogroup21396	RNA processing and modification
9997	isogroup20452	Posttranslational modification, protein turnover, chaperones
9998	isogroup10795	Inorganic ion transport and metabolism
9999	isogroup10795	Secondary metabolites biosynthesis, transport and catabolism
10000	isogroup7292	Transcription
10001	isogroup22343	Intracellular trafficking, secretion, and vesicular transport
10002	isogroup4900	
10003	isogroup4389	Nucleotide transport and metabolism
10004	isogroup4739	Secondary metabolites biosynthesis, transport and catabolism
10005	isogroup16218	Intracellular trafficking, secretion, and vesicular transport
10006	isogroup21615	
10007	isogroup2119	Signal transduction mechanisms
10008	isogroup13433	Signal transduction mechanisms
10009	isogroup18379	Translation, ribosomal structure and biogenesis
10010	isogroup1249	Lipid transport and metabolism
10011	isogroup1249	Secondary metabolites biosynthesis, transport and catabolism
10012	isogroup147	Lipid transport and metabolism
10013	isogroup147	Signal transduction mechanisms
10014	isogroup15941	Transcription
10015	isogroup17448	Inorganic ion transport and metabolism
10016	isogroup6846	Nucleotide transport and metabolism
10017	isogroup27980	Signal transduction mechanisms
10018	isogroup22662	Posttranslational modification, protein turnover, chaperones
10019	isogroup2601	Carbohydrate transport and metabolism
10020	isogroup14045	Nucleotide transport and metabolism
10021	isogroup19995	
10022	isogroup25992	Posttranslational modification, protein turnover, chaperones
10023	isogroup1052	Energy production and conversion
10024	isogroup23361	RNA processing and modification
10025	isogroup10780	Carbohydrate transport and metabolism
10026	isogroup10906	Signal transduction mechanisms
10027	isogroup20543	Posttranslational modification, protein turnover, chaperones
10028	isogroup27992	
10029	isogroup13412	Transcription
10030	isogroup22492	Signal transduction mechanisms
10031	isogroup18143	Lipid transport and metabolism
10032	isogroup25714	Carbohydrate transport and metabolism
10033	isogroup11247	Replication, recombination and repair
10034	isogroup23916	
10035	isogroup13013	Cell cycle control, cell division, chromosome partitioning
10036	isogroup28780	Replication, recombination and repair
10037	isogroup20863	Signal transduction mechanisms
10038	isogroup16760	Replication, recombination and repair
10039	isogroup13396	Translation, ribosomal structure and biogenesis
10040	isogroup7572	Transcription
10041	isogroup19179	Transcription
10042	isogroup16127	Signal transduction mechanisms
10043	isogroup15688	Transcription
10044	isogroup15688	Signal transduction mechanisms
10045	isogroup12819	Cytoskeleton
10046	isogroup10205	Replication, recombination and repair
10047	isogroup22360	Chromatin structure and dynamics
10048	isogroup22360	Cell cycle control, cell division, chromosome partitioning
10049	isogroup16424	Secondary metabolites biosynthesis, transport and catabolism
10050	isogroup19151	RNA processing and modification
10051	isogroup16397	Transcription
10052	isogroup16397	Replication, recombination and repair
10053	isogroup16397	Signal transduction mechanisms
10054	isogroup11370	Amino acid transport and metabolism
10055	isogroup7948	Signal transduction mechanisms
10056	isogroup25646	
10057	isogroup17078	Carbohydrate transport and metabolism
10058	isogroup8131	Cell cycle control, cell division, chromosome partitioning
10059	isogroup6070	Signal transduction mechanisms
10060	isogroup25197	Chromatin structure and dynamics
10061	isogroup23142	Transcription
10062	isogroup6305	Amino acid transport and metabolism
10063	isogroup12217	
10064	isogroup17006	Carbohydrate transport and metabolism
10065	isogroup25131	Signal transduction mechanisms
10066	isogroup21133	Lipid transport and metabolism
10067	isogroup12059	Carbohydrate transport and metabolism
10068	isogroup29145	Signal transduction mechanisms
10069	isogroup18332	RNA processing and modification
10070	isogroup6354	Transcription
10071	isogroup17772	RNA processing and modification
10072	isogroup24745	Cell cycle control, cell division, chromosome partitioning
10073	isogroup28307	Replication, recombination and repair
10074	isogroup2871	Carbohydrate transport and metabolism
10075	isogroup12950	Carbohydrate transport and metabolism
10076	isogroup12950	Cell wall/membrane/envelope biogenesis
10077	isogroup28384	Inorganic ion transport and metabolism
10078	isogroup3953	Transcription
10079	isogroup24543	Transcription
10080	isogroup11422	Signal transduction mechanisms
10081	isogroup13828	Lipid transport and metabolism
10082	isogroup15684	Carbohydrate transport and metabolism
10083	isogroup9844	RNA processing and modification
10084	isogroup27381	Transcription
10085	isogroup6603	Signal transduction mechanisms
10086	isogroup8834	Signal transduction mechanisms
10087	isogroup28714	Cell cycle control, cell division, chromosome partitioning
10088	isogroup4867	Posttranslational modification, protein turnover, chaperones
10089	isogroup15748	Carbohydrate transport and metabolism
10090	isogroup28927	Signal transduction mechanisms
10091	isogroup14463	Chromatin structure and dynamics
10092	isogroup14463	Signal transduction mechanisms
10093	isogroup19889	
10094	isogroup21166	Replication, recombination and repair
10095	isogroup5252	Posttranslational modification, protein turnover, chaperones
10096	isogroup7938	Intracellular trafficking, secretion, and vesicular transport
10097	isogroup7938	Nuclear structure
10098	isogroup23615	Transcription
10099	isogroup6721	
10100	isogroup28053	Signal transduction mechanisms
10101	isogroup11111	Intracellular trafficking, secretion, and vesicular transport
10102	isogroup4391	Intracellular trafficking, secretion, and vesicular transport
10103	isogroup4391	Nuclear structure
10104	isogroup17718	Posttranslational modification, protein turnover, chaperones
10105	isogroup28184	
10106	isogroup18771	
10107	isogroup22313	Translation, ribosomal structure and biogenesis
10108	isogroup17592	Cell cycle control, cell division, chromosome partitioning
10109	isogroup28779	RNA processing and modification
10110	isogroup26574	Signal transduction mechanisms
10111	isogroup20428	Energy production and conversion
10112	isogroup28157	Nucleotide transport and metabolism
10113	isogroup1296	Lipid transport and metabolism
10114	isogroup7636	Nucleotide transport and metabolism
10115	isogroup18093	Lipid transport and metabolism
10116	isogroup15508	Signal transduction mechanisms
10117	isogroup6445	Intracellular trafficking, secretion, and vesicular transport
10118	isogroup27873	Cell wall/membrane/envelope biogenesis
10119	isogroup7114	
10120	isogroup1303	Amino acid transport and metabolism
