seq	term
Oarb_146247_c2_g1	"Nuclear structure"
Oarb_146249_c3_g1	"Cell wall/membrane/envelope biogenesis"
Oarb_146252_c0_g3	""
Oarb_146253_c1_g1	"RNA processing and modification"
Oarb_146254_c0_g1	"Lipid transport and metabolism"
Oarb_146257_c3_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_146258_c2_g1	"Inorganic ion transport and metabolism"
Oarb_146260_c0_g1	"Signal transduction mechanisms"
Oarb_146264_c1_g1	"Amino acid transport and metabolism"
Oarb_146264_c1_g3	"Amino acid transport and metabolism"
Oarb_146269_c1_g1	"Translation, ribosomal structure and biogenesis"
Oarb_146280_c4_g1	""
Oarb_146282_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_146285_c3_g2	"Transcription"
Oarb_146293_c1_g1	"Energy production and conversion"
Oarb_146298_c1_g1	"RNA processing and modification"
Oarb_146298_c1_g2	"RNA processing and modification"
Oarb_146315_c7_g1	"RNA processing and modification"
Oarb_146325_c3_g1	"RNA processing and modification"
Oarb_146334_c3_g1	"Transcription"
Oarb_146340_c1_g1	"Signal transduction mechanisms"
Oarb_146349_c3_g1	"Nucleotide transport and metabolism"
Oarb_146355_c3_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_146364_c2_g1	"Signal transduction mechanisms"
Oarb_146365_c0_g1	"Translation, ribosomal structure and biogenesis"
Oarb_146375_c0_g2	"Signal transduction mechanisms"
Oarb_146384_c2_g2	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_146387_c4_g1	"Signal transduction mechanisms"
Oarb_146389_c6_g1	"Signal transduction mechanisms"
Oarb_146397_c1_g1	""
Oarb_146424_c1_g1	"Lipid transport and metabolism"
Oarb_146431_c1_g1	"Signal transduction mechanisms"
Oarb_146435_c10_g2	"Signal transduction mechanisms"
Oarb_146438_c0_g1	"Amino acid transport and metabolism"
Oarb_146463_c1_g1	"Carbohydrate transport and metabolism"
Oarb_146465_c1_g1	"Transcription"
Oarb_146466_c4_g1	"Signal transduction mechanisms"
Oarb_146477_c0_g3	"Transcription"
Oarb_146477_c0_g4	"Transcription"
Oarb_146484_c3_g1	"Amino acid transport and metabolism"
Oarb_146514_c0_g2	"Extracellular structures"
Oarb_146515_c1_g1	"Signal transduction mechanisms"
Oarb_146525_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_146529_c3_g2	"Amino acid transport and metabolism"
Oarb_146530_c5_g1	"Carbohydrate transport and metabolism"
Oarb_146538_c0_g1	"Inorganic ion transport and metabolism"
Oarb_146545_c2_g5	"Posttranslational modification, protein turnover, chaperones"
Oarb_146551_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_146560_c1_g4	"Transcription"
Oarb_146573_c2_g1	"Coenzyme transport and metabolism"
Oarb_146579_c0_g2	"Amino acid transport and metabolism"
Oarb_146593_c0_g2	""
Oarb_146600_c0_g1	"Carbohydrate transport and metabolism"
Oarb_146625_c0_g1	"Signal transduction mechanisms"
Oarb_146626_c0_g1	"Carbohydrate transport and metabolism"
Oarb_146630_c3_g2	"Amino acid transport and metabolism"
Oarb_146635_c2_g1	"Defense mechanisms"
Oarb_146636_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_146636_c1_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_146644_c2_g2	"Amino acid transport and metabolism"
Oarb_146663_c2_g1	"Translation, ribosomal structure and biogenesis"
Oarb_146667_c0_g1	"Inorganic ion transport and metabolism"
Oarb_146669_c0_g3	"Amino acid transport and metabolism"
Oarb_146676_c2_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_146680_c5_g1	"Chromatin structure and dynamics"
Oarb_146684_c1_g3	"Signal transduction mechanisms"
Oarb_146688_c2_g3	"Signal transduction mechanisms"
Oarb_146703_c3_g3	"Signal transduction mechanisms"
Oarb_146704_c2_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_146706_c4_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_146712_c3_g1	"Cytoskeleton"
Oarb_146714_c1_g1	"Signal transduction mechanisms"
Oarb_146716_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_146717_c0_g1	"Cell wall/membrane/envelope biogenesis"
Oarb_146721_c1_g4	"Transcription"
Oarb_146727_c1_g1	"Amino acid transport and metabolism"
Oarb_146727_c1_g7	"Amino acid transport and metabolism"
Oarb_146739_c4_g1	"RNA processing and modification"
Oarb_146748_c2_g1	"Inorganic ion transport and metabolism"
Oarb_146755_c1_g3	""
Oarb_146774_c1_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_146785_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_146785_c0_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_146793_c0_g2	"Translation, ribosomal structure and biogenesis"
Oarb_146811_c2_g3	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_146811_c2_g5	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_146814_c2_g2	"Translation, ribosomal structure and biogenesis"
Oarb_146818_c1_g1	"Signal transduction mechanisms"
Oarb_146834_c7_g2	"Cytoskeleton"
Oarb_146862_c1_g5	"Transcription"
Oarb_146876_c3_g3	"Amino acid transport and metabolism"
Oarb_146885_c1_g1	"Nucleotide transport and metabolism"
Oarb_146885_c1_g2	"Nucleotide transport and metabolism"
Oarb_146888_c1_g1	"Cell wall/membrane/envelope biogenesis"
Oarb_146888_c1_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_146896_c0_g2	""
Oarb_146901_c1_g1	"Chromatin structure and dynamics"
Oarb_146904_c2_g2	"Signal transduction mechanisms"
Oarb_146913_c3_g1	""
Oarb_146913_c3_g1	"Chromatin structure and dynamics"
Oarb_146915_c1_g1	"Carbohydrate transport and metabolism"
Oarb_146932_c1_g1	""
Oarb_146932_c1_g1	"Replication, recombination and repair"
Oarb_146936_c0_g1	"Cell wall/membrane/envelope biogenesis"
Oarb_146936_c0_g1	"Signal transduction mechanisms"
Oarb_146946_c0_g1	"Amino acid transport and metabolism"
Oarb_146950_c0_g1	"Replication, recombination and repair"
Oarb_146952_c2_g1	"Signal transduction mechanisms"
Oarb_146953_c1_g1	"Translation, ribosomal structure and biogenesis"
Oarb_146955_c1_g1	"Cytoskeleton"
Oarb_146957_c3_g1	"Signal transduction mechanisms"
Oarb_146958_c1_g2	"Transcription"
Oarb_146959_c3_g1	"Transcription"
Oarb_146959_c3_g3	"Transcription"
Oarb_146967_c0_g3	"Chromatin structure and dynamics"
Oarb_146973_c1_g1	"Signal transduction mechanisms"
Oarb_146980_c0_g1	"Signal transduction mechanisms"
Oarb_146980_c0_g2	"Cytoskeleton"
Oarb_146980_c0_g4	"Cytoskeleton"
Oarb_146981_c2_g2	"Extracellular structures"
Oarb_146982_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_146991_c3_g1	"Cytoskeleton"
Oarb_146998_c0_g1	"Signal transduction mechanisms"
Oarb_146999_c0_g1	"Cytoskeleton"
Oarb_146999_c0_g2	"Cytoskeleton"
Oarb_147004_c0_g4	"Replication, recombination and repair"
Oarb_147008_c0_g4	"Chromatin structure and dynamics"
Oarb_147015_c1_g3	"Transcription"
Oarb_147041_c3_g1	"RNA processing and modification"
Oarb_147046_c1_g1	"Amino acid transport and metabolism"
Oarb_147055_c1_g4	"Posttranslational modification, protein turnover, chaperones"
Oarb_147060_c3_g6	"Signal transduction mechanisms"
Oarb_147079_c0_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_147082_c1_g1	"Transcription"
Oarb_147086_c3_g1	"Cytoskeleton"
Oarb_147106_c1_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_147107_c0_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_147113_c2_g1	"Coenzyme transport and metabolism"
Oarb_147142_c3_g1	"Replication, recombination and repair"
Oarb_147152_c2_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_147156_c0_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_147159_c5_g3	"Lipid transport and metabolism"
Oarb_147168_c6_g1	"Energy production and conversion"
Oarb_147169_c3_g2	"Signal transduction mechanisms"
Oarb_147179_c1_g1	""
Oarb_147183_c1_g2	"Inorganic ion transport and metabolism"
Oarb_147184_c4_g1	"Signal transduction mechanisms"
Oarb_147188_c0_g2	"Signal transduction mechanisms"
Oarb_147201_c3_g1	"Transcription"
Oarb_147210_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147212_c0_g1	"Signal transduction mechanisms"
Oarb_147223_c1_g1	"Extracellular structures"
Oarb_147238_c0_g3	"Energy production and conversion"
Oarb_147260_c1_g1	"Coenzyme transport and metabolism"
Oarb_147263_c0_g1	""
Oarb_147274_c3_g1	"Inorganic ion transport and metabolism"
Oarb_147295_c0_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_147309_c0_g1	"Signal transduction mechanisms"
Oarb_147323_c2_g3	"Signal transduction mechanisms"
Oarb_147325_c0_g1	"Signal transduction mechanisms"
Oarb_147336_c3_g1	"Signal transduction mechanisms"
Oarb_147358_c3_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_147369_c3_g1	"Amino acid transport and metabolism"
Oarb_147370_c1_g2	"Replication, recombination and repair"
Oarb_147384_c7_g1	"Translation, ribosomal structure and biogenesis"
Oarb_147386_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147389_c0_g2	"Signal transduction mechanisms"
Oarb_147393_c1_g1	"Inorganic ion transport and metabolism"
Oarb_147395_c2_g1	"Transcription"
Oarb_147397_c4_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147401_c3_g1	"Carbohydrate transport and metabolism"
Oarb_147402_c1_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_147405_c2_g3	"Signal transduction mechanisms"
Oarb_147406_c4_g1	"Signal transduction mechanisms"
Oarb_147407_c2_g3	"Transcription"
Oarb_147410_c0_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_147412_c2_g1	"Carbohydrate transport and metabolism"
Oarb_147424_c0_g2	"Transcription"
Oarb_147427_c2_g2	"Amino acid transport and metabolism"
Oarb_147427_c2_g5	"Amino acid transport and metabolism"
Oarb_147429_c3_g1	"Energy production and conversion"
Oarb_147430_c3_g1	"Inorganic ion transport and metabolism"
Oarb_147453_c1_g1	"RNA processing and modification"
Oarb_147454_c0_g1	"Signal transduction mechanisms"
Oarb_147458_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147458_c1_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_147481_c1_g1	"Inorganic ion transport and metabolism"
Oarb_147488_c0_g2	"RNA processing and modification"
Oarb_147488_c0_g2	"Replication, recombination and repair"
Oarb_147489_c1_g2	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_147503_c0_g1	"Energy production and conversion"
Oarb_147505_c1_g1	"Translation, ribosomal structure and biogenesis"
Oarb_147517_c0_g1	"Signal transduction mechanisms"
Oarb_147541_c1_g1	"Transcription"
Oarb_147547_c0_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_147552_c2_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_147552_c2_g4	"Posttranslational modification, protein turnover, chaperones"
Oarb_147556_c2_g1	"Coenzyme transport and metabolism"
Oarb_147557_c2_g1	"Carbohydrate transport and metabolism"
Oarb_147563_c0_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_147565_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147574_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147577_c2_g3	"Cytoskeleton"
Oarb_147596_c6_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147608_c2_g1	"Signal transduction mechanisms"
Oarb_147612_c2_g4	"Signal transduction mechanisms"
Oarb_147621_c0_g3	"Signal transduction mechanisms"
Oarb_147623_c5_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147624_c0_g1	"Signal transduction mechanisms"
Oarb_147632_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147632_c1_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_147632_c1_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_147633_c1_g1	"RNA processing and modification"
Oarb_147645_c2_g1	"Amino acid transport and metabolism"
Oarb_147645_c2_g1	"Replication, recombination and repair"
Oarb_147653_c0_g1	"Signal transduction mechanisms"
Oarb_147663_c1_g2	"Signal transduction mechanisms"
Oarb_147671_c3_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_147683_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147688_c1_g1	"RNA processing and modification"
Oarb_147695_c3_g3	"Transcription"
Oarb_147719_c1_g1	"RNA processing and modification"
Oarb_147722_c3_g1	"Inorganic ion transport and metabolism"
Oarb_147723_c0_g2	"Transcription"
Oarb_147733_c1_g1	""
Oarb_147734_c3_g4	"Carbohydrate transport and metabolism"
Oarb_147735_c0_g1	"Translation, ribosomal structure and biogenesis"
Oarb_147740_c0_g1	"Transcription"
Oarb_147760_c1_g2	"Inorganic ion transport and metabolism"
Oarb_147765_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147769_c0_g1	"Replication, recombination and repair"
Oarb_147769_c0_g2	"Replication, recombination and repair"
Oarb_147772_c3_g3	"Transcription"
Oarb_147776_c4_g1	"Amino acid transport and metabolism"
Oarb_147788_c1_g1	"Replication, recombination and repair"
Oarb_147788_c1_g2	""
Oarb_147788_c1_g2	"Replication, recombination and repair"
Oarb_147789_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147798_c1_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_147802_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147803_c2_g4	"Lipid transport and metabolism"
Oarb_147809_c3_g1	"Cell wall/membrane/envelope biogenesis"
Oarb_147815_c3_g4	"Lipid transport and metabolism"
Oarb_147821_c3_g1	"Amino acid transport and metabolism"
Oarb_147824_c2_g1	"Defense mechanisms"
Oarb_147827_c3_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_147860_c3_g1	"Lipid transport and metabolism"
Oarb_147864_c0_g1	"Carbohydrate transport and metabolism"
Oarb_147865_c0_g2	"Energy production and conversion"
Oarb_147866_c1_g1	"Transcription"
Oarb_147867_c0_g1	"Signal transduction mechanisms"
Oarb_147867_c0_g4	"Signal transduction mechanisms"
Oarb_147874_c1_g1	"Signal transduction mechanisms"
Oarb_147878_c2_g1	"Transcription"
Oarb_147883_c4_g1	"Energy production and conversion"
Oarb_147889_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_147905_c1_g1	"Transcription"
Oarb_147907_c2_g1	"Cytoskeleton"
Oarb_147915_c4_g2	"Extracellular structures"
Oarb_147930_c1_g1	"Carbohydrate transport and metabolism"
Oarb_147931_c3_g1	"Replication, recombination and repair"
Oarb_147932_c0_g1	"Amino acid transport and metabolism"
Oarb_147936_c1_g1	"Nucleotide transport and metabolism"
Oarb_147939_c1_g1	"Inorganic ion transport and metabolism"
Oarb_147941_c1_g1	"Amino acid transport and metabolism"
Oarb_147943_c3_g1	"Coenzyme transport and metabolism"
Oarb_147944_c0_g1	""
Oarb_147945_c1_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_147952_c0_g1	"Replication, recombination and repair"
Oarb_147967_c0_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_147968_c1_g1	"Inorganic ion transport and metabolism"
Oarb_147970_c2_g1	"Energy production and conversion"
Oarb_147970_c2_g2	"Energy production and conversion"
Oarb_147974_c0_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_147987_c1_g5	"Translation, ribosomal structure and biogenesis"
Oarb_147988_c1_g2	"Signal transduction mechanisms"
Oarb_148002_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_148008_c1_g2	""
Oarb_148011_c3_g2	"Amino acid transport and metabolism"
Oarb_148011_c3_g5	"Amino acid transport and metabolism"
Oarb_148019_c1_g3	"Signal transduction mechanisms"
Oarb_148022_c0_g2	"Inorganic ion transport and metabolism"
Oarb_148024_c1_g1	"Signal transduction mechanisms"
Oarb_148025_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_148041_c1_g1	"Signal transduction mechanisms"
Oarb_148047_c3_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_148048_c1_g1	"Transcription"
Oarb_148050_c1_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_148052_c0_g2	"Translation, ribosomal structure and biogenesis"
Oarb_148060_c2_g3	"Transcription"
Oarb_148084_c9_g1	"RNA processing and modification"
Oarb_148086_c1_g1	"Amino acid transport and metabolism"
Oarb_148104_c1_g1	"Lipid transport and metabolism"
Oarb_148113_c2_g1	"Cytoskeleton"
Oarb_148114_c1_g1	""
Oarb_148120_c1_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_148122_c2_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_148129_c1_g1	"Signal transduction mechanisms"
Oarb_148134_c1_g1	"Cytoskeleton"
Oarb_148137_c2_g2	"Amino acid transport and metabolism"
Oarb_148140_c1_g1	"Nucleotide transport and metabolism"
Oarb_148145_c1_g1	"Signal transduction mechanisms"
Oarb_148154_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_148155_c2_g3	"Translation, ribosomal structure and biogenesis"
Oarb_148159_c0_g4	"Signal transduction mechanisms"
Oarb_148164_c0_g1	""
Oarb_148167_c0_g1	"Signal transduction mechanisms"
Oarb_148168_c1_g2	"Amino acid transport and metabolism"
Oarb_148169_c2_g1	""
Oarb_148180_c3_g2	"Energy production and conversion"
Oarb_148185_c2_g1	"Carbohydrate transport and metabolism"
Oarb_148186_c2_g1	"Lipid transport and metabolism"
Oarb_148192_c3_g1	"Inorganic ion transport and metabolism"
Oarb_14819_c0_g1	"Cytoskeleton"
Oarb_148203_c1_g2	"Cytoskeleton"
Oarb_148206_c1_g1	"Coenzyme transport and metabolism"
Oarb_148224_c0_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_148229_c6_g3	"Signal transduction mechanisms"
Oarb_148235_c2_g2	"RNA processing and modification"
Oarb_148255_c4_g2	"Chromatin structure and dynamics"
Oarb_148262_c0_g1	"Replication, recombination and repair"
Oarb_148267_c0_g3	"Extracellular structures"
Oarb_148269_c3_g1	"Amino acid transport and metabolism"
Oarb_148283_c0_g1	""
Oarb_148289_c4_g2	"Chromatin structure and dynamics"
