seq	term
7037	NVE12614	Intracellular trafficking, secretion, and vesicular transport
7038	NVE12616	
7039	NVE12617	Posttranslational modification, protein turnover, chaperones
7040	NVE12621	Posttranslational modification, protein turnover, chaperones
7041	NVE12622	Posttranslational modification, protein turnover, chaperones
7042	NVE12627	Posttranslational modification, protein turnover, chaperones
7043	NVE12628	Inorganic ion transport and metabolism
7044	NVE12633	Replication, recombination and repair
7045	NVE12636	Signal transduction mechanisms
7046	NVE12639	
7047	NVE12642	
7048	NVE12646	
7049	NVE12647	Replication, recombination and repair
7050	NVE12648	Replication, recombination and repair
7051	NVE12649	Nucleotide transport and metabolism
7052	NVE12650	Posttranslational modification, protein turnover, chaperones
7053	NVE12652	Signal transduction mechanisms
7054	NVE12653	Signal transduction mechanisms
7055	NVE12654	Lipid transport and metabolism
7056	NVE12657	Signal transduction mechanisms
7057	NVE12660	Signal transduction mechanisms
7058	NVE12661	Posttranslational modification, protein turnover, chaperones
7059	NVE12662	Posttranslational modification, protein turnover, chaperones
7060	NVE12664	Inorganic ion transport and metabolism
7061	NVE12668	Amino acid transport and metabolism
7062	NVE12668	Coenzyme transport and metabolism
7063	NVE12669	Transcription
7064	NVE12670	Carbohydrate transport and metabolism
7065	NVE12672	Signal transduction mechanisms
7066	NVE12675	Signal transduction mechanisms
7067	NVE12676	Posttranslational modification, protein turnover, chaperones
7068	NVE12678	Posttranslational modification, protein turnover, chaperones
7069	NVE12678	Intracellular trafficking, secretion, and vesicular transport
7070	NVE12680	Posttranslational modification, protein turnover, chaperones
7071	NVE12680	Intracellular trafficking, secretion, and vesicular transport
7072	NVE12683	Transcription
7073	NVE12685	Energy production and conversion
7074	NVE12687	Replication, recombination and repair
7075	NVE12688	Cytoskeleton
7076	NVE12689	Signal transduction mechanisms
7077	NVE12690	Signal transduction mechanisms
7078	NVE12691	Amino acid transport and metabolism
7079	NVE12692	Intracellular trafficking, secretion, and vesicular transport
7080	NVE12694	Posttranslational modification, protein turnover, chaperones
7081	NVE12697	Signal transduction mechanisms
7082	NVE12698	Energy production and conversion
7083	NVE12700	Translation, ribosomal structure and biogenesis
7084	NVE12702	Transcription
7085	NVE12703	Posttranslational modification, protein turnover, chaperones
7086	NVE12704	Energy production and conversion
7087	NVE12705	RNA processing and modification
7088	NVE12707	Posttranslational modification, protein turnover, chaperones
7089	NVE12708	Posttranslational modification, protein turnover, chaperones
7090	NVE12715	Intracellular trafficking, secretion, and vesicular transport
7091	NVE12717	Posttranslational modification, protein turnover, chaperones
7092	NVE12718	Posttranslational modification, protein turnover, chaperones
7093	NVE12720	Energy production and conversion
7094	NVE12721	
7095	NVE12723	Posttranslational modification, protein turnover, chaperones
7096	NVE12725	Energy production and conversion
7097	NVE12726	Energy production and conversion
7098	NVE12727	Signal transduction mechanisms
7099	NVE12727	Cytoskeleton
7100	NVE12728	Cytoskeleton
7101	NVE12729	Posttranslational modification, protein turnover, chaperones
7102	NVE12730	Translation, ribosomal structure and biogenesis
7103	NVE12732	
7104	NVE12739	Carbohydrate transport and metabolism
7105	NVE12740	Cytoskeleton
7106	NVE12741	RNA processing and modification
7107	NVE12748	Posttranslational modification, protein turnover, chaperones
7108	NVE12749	Posttranslational modification, protein turnover, chaperones
7109	NVE12750	Lipid transport and metabolism
7110	NVE12750	Secondary metabolites biosynthesis, transport and catabolism
7111	NVE12751	Secondary metabolites biosynthesis, transport and catabolism
7112	NVE12752	
7113	NVE12753	Replication, recombination and repair
7114	NVE12754	Transcription
7115	NVE12755	Signal transduction mechanisms
7116	NVE12756	Signal transduction mechanisms
7117	NVE12759	Posttranslational modification, protein turnover, chaperones
7118	NVE12762	Transcription
7119	NVE12763	Signal transduction mechanisms
7120	NVE12764	
7121	NVE12765	Amino acid transport and metabolism
7122	NVE12768	
7123	NVE12777	Posttranslational modification, protein turnover, chaperones
7124	NVE12789	Signal transduction mechanisms
7125	NVE12790	Cytoskeleton
7126	NVE12794	Amino acid transport and metabolism
7127	NVE12795	Cell wall/membrane/envelope biogenesis
7128	NVE12796	Cytoskeleton
7129	NVE12800	
7130	NVE12801	
7131	NVE12803	Signal transduction mechanisms
7132	NVE12803	Extracellular structures
7133	NVE12804	Cell cycle control, cell division, chromosome partitioning
7134	NVE12804	Posttranslational modification, protein turnover, chaperones
7135	NVE12805	Secondary metabolites biosynthesis, transport and catabolism
7136	NVE12807	
7137	NVE12809	Posttranslational modification, protein turnover, chaperones
7138	NVE12811	Signal transduction mechanisms
7139	NVE12812	Intracellular trafficking, secretion, and vesicular transport
7140	NVE12812	Nuclear structure
7141	NVE12816	Signal transduction mechanisms
7142	NVE12817	Amino acid transport and metabolism
7143	NVE12821	
7144	NVE12822	RNA processing and modification
7145	NVE12822	Cell cycle control, cell division, chromosome partitioning
7146	NVE12822	Transcription
7147	NVE12823	RNA processing and modification
7148	NVE12824	Posttranslational modification, protein turnover, chaperones
7149	NVE12827	Lipid transport and metabolism
7150	NVE12828	Cytoskeleton
7151	NVE12829	Posttranslational modification, protein turnover, chaperones
7152	NVE12830	Signal transduction mechanisms
7153	NVE12832	Inorganic ion transport and metabolism
7154	NVE12833	Lipid transport and metabolism
7155	NVE12834	Energy production and conversion
7156	NVE12835	Transcription
7157	NVE12836	Secondary metabolites biosynthesis, transport and catabolism
7158	NVE12841	Coenzyme transport and metabolism
7159	NVE12842	Posttranslational modification, protein turnover, chaperones
7160	NVE12842	Signal transduction mechanisms
7161	NVE12843	Posttranslational modification, protein turnover, chaperones
7162	NVE12844	Inorganic ion transport and metabolism
7163	NVE12845	Transcription
7164	NVE12846	Transcription
7165	NVE12847	Signal transduction mechanisms
7166	NVE12848	Inorganic ion transport and metabolism
7167	NVE12849	Energy production and conversion
7168	NVE12850	Transcription
7169	NVE12851	Transcription
7170	NVE12852	Signal transduction mechanisms
7171	NVE12856	Transcription
7172	NVE12858	Signal transduction mechanisms
7173	NVE12860	Extracellular structures
7174	NVE12862	RNA processing and modification
7175	NVE12863	Signal transduction mechanisms
7176	NVE12864	RNA processing and modification
7177	NVE12865	RNA processing and modification
7178	NVE12866	Signal transduction mechanisms
7179	NVE12867	RNA processing and modification
7180	NVE12868	Intracellular trafficking, secretion, and vesicular transport
7181	NVE12869	Intracellular trafficking, secretion, and vesicular transport
7182	NVE12870	Nucleotide transport and metabolism
7183	NVE12872	RNA processing and modification
7184	NVE12873	RNA processing and modification
7185	NVE12874	Coenzyme transport and metabolism
7186	NVE12876	Posttranslational modification, protein turnover, chaperones
7187	NVE12878	Posttranslational modification, protein turnover, chaperones
7188	NVE12879	Translation, ribosomal structure and biogenesis
7189	NVE12880	Nucleotide transport and metabolism
7190	NVE12882	Translation, ribosomal structure and biogenesis
7191	NVE12883	Translation, ribosomal structure and biogenesis
7192	NVE12884	Posttranslational modification, protein turnover, chaperones
7193	NVE12885	Posttranslational modification, protein turnover, chaperones
7194	NVE12887	Replication, recombination and repair
7195	NVE12888	
7196	NVE12889	Cell cycle control, cell division, chromosome partitioning
7197	NVE12891	Transcription
7198	NVE12891	Replication, recombination and repair
7199	NVE12891	Signal transduction mechanisms
7200	NVE12897	Carbohydrate transport and metabolism
7201	NVE12898	Replication, recombination and repair
7202	NVE12899	Cytoskeleton
7203	NVE12903	Signal transduction mechanisms
7204	NVE12904	Signal transduction mechanisms
7205	NVE12905	Signal transduction mechanisms
7206	NVE12906	Carbohydrate transport and metabolism
7207	NVE12909	Intracellular trafficking, secretion, and vesicular transport
7208	NVE12910	RNA processing and modification
7209	NVE12914	Posttranslational modification, protein turnover, chaperones
7210	NVE12917	Extracellular structures
7211	NVE12920	Signal transduction mechanisms
7212	NVE12920	Extracellular structures
7213	NVE12921	Signal transduction mechanisms
7214	NVE12921	Defense mechanisms
7215	NVE12922	Signal transduction mechanisms
7216	NVE12922	Defense mechanisms
7217	NVE12923	Signal transduction mechanisms
7218	NVE12923	Defense mechanisms
7219	NVE12924	Translation, ribosomal structure and biogenesis
7220	NVE12928	Signal transduction mechanisms
7221	NVE12928	Defense mechanisms
7222	NVE12929	Amino acid transport and metabolism
7223	NVE12931	Signal transduction mechanisms
7224	NVE12932	Intracellular trafficking, secretion, and vesicular transport
7225	NVE12935	Cytoskeleton
7226	NVE12936	Signal transduction mechanisms
7227	NVE12937	
7228	NVE12938	Inorganic ion transport and metabolism
7229	NVE12938	Signal transduction mechanisms
7230	NVE12943	Signal transduction mechanisms
7231	NVE12944	Cytoskeleton
7232	NVE12947	Intracellular trafficking, secretion, and vesicular transport
7233	NVE12948	Signal transduction mechanisms
7234	NVE12949	Transcription
7235	NVE12950	Posttranslational modification, protein turnover, chaperones
7236	NVE12951	Posttranslational modification, protein turnover, chaperones
7237	NVE12952	Transcription
7238	NVE12954	Secondary metabolites biosynthesis, transport and catabolism
7239	NVE12955	Posttranslational modification, protein turnover, chaperones
7240	NVE12957	Cell cycle control, cell division, chromosome partitioning
7241	NVE12959	Cell cycle control, cell division, chromosome partitioning
7242	NVE12959	Transcription
7243	NVE12959	Replication, recombination and repair
7244	NVE12960	Signal transduction mechanisms
7245	NVE12963	
7246	NVE12967	Cytoskeleton
7247	NVE12970	Carbohydrate transport and metabolism
7248	NVE12971	
7249	NVE12972	Signal transduction mechanisms
7250	NVE12974	Signal transduction mechanisms
7251	NVE12976	Translation, ribosomal structure and biogenesis
7252	NVE12977	Transcription
7253	NVE12979	Inorganic ion transport and metabolism
7254	NVE12979	Signal transduction mechanisms
7255	NVE12982	
7256	NVE12983	Cytoskeleton
7257	NVE12984	Cell cycle control, cell division, chromosome partitioning
7258	NVE12984	Replication, recombination and repair
7259	NVE12985	Posttranslational modification, protein turnover, chaperones
7260	NVE12986	Secondary metabolites biosynthesis, transport and catabolism
7261	NVE12987	Carbohydrate transport and metabolism
7262	NVE12988	Posttranslational modification, protein turnover, chaperones
7263	NVE12989	Signal transduction mechanisms
7264	NVE12994	RNA processing and modification
7265	NVE12996	Energy production and conversion
7266	NVE12996	Coenzyme transport and metabolism
7267	NVE12997	
7268	NVE12998	Transcription
7269	NVE13000	Signal transduction mechanisms
7270	NVE13001	Nucleotide transport and metabolism
7271	NVE13002	Nucleotide transport and metabolism
7272	NVE13005	Amino acid transport and metabolism
7273	NVE13005	Carbohydrate transport and metabolism
7274	NVE13007	Amino acid transport and metabolism
7275	NVE13007	Carbohydrate transport and metabolism
7276	NVE13009	Posttranslational modification, protein turnover, chaperones
7277	NVE13010	Amino acid transport and metabolism
7278	NVE13010	Carbohydrate transport and metabolism
7279	NVE13011	Replication, recombination and repair
7280	NVE13012	Intracellular trafficking, secretion, and vesicular transport
7281	NVE13013	Replication, recombination and repair
7282	NVE13014	Intracellular trafficking, secretion, and vesicular transport
7283	NVE13015	Cytoskeleton
7284	NVE13016	Signal transduction mechanisms
7285	NVE13016	Intracellular trafficking, secretion, and vesicular transport
7286	NVE13020	Transcription
7287	NVE13020	Replication, recombination and repair
7288	NVE13020	Signal transduction mechanisms
7289	NVE13021	Chromatin structure and dynamics
7290	NVE13023	Inorganic ion transport and metabolism
7291	NVE13023	Signal transduction mechanisms
7292	NVE13024	Intracellular trafficking, secretion, and vesicular transport
7293	NVE13027	Posttranslational modification, protein turnover, chaperones
7294	NVE13029	Signal transduction mechanisms
7295	NVE13032	Chromatin structure and dynamics
7296	NVE13034	Extracellular structures
7297	NVE13035	RNA processing and modification
